id,tract_fips,description,dominant_race,income,income_bucket,pct_white,pct_black,pct_hispanic,pct_asian,vacancy_rate,amenity_bucket,city,description_version,centroid_lat,centroid_lon
1,17031340400,"Neighborhood 17031340400 is an urban neighborhood. The population is approximately 1,630 residents. The largest racial group is Asian at 55.9%, with a notable White population at 27.4%. The median household income is $49,309. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.",asian,49309,lower_middle,27.36196319018405,7.546012269938649,3.92638036809816,55.88957055214724,0.0472878998609179,community_rich,Chicago,real_data_v1,41.84188578901302,-87.6320356328775
2,17031600400,"Neighborhood 17031600400 is an urban neighborhood. The population is approximately 3,963 residents. The largest racial group is Asian at 55.7%, with a notable White population at 31.2%. The median household income is $62,599. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,62599,middle,31.21372697451425,6.838253848094878,6.156951804188746,55.66490032803432,0.0274725274725274,commercial_mixed,Chicago,real_data_v1,41.84171835840582,-87.64393217402709
3,17031720700,"Neighborhood 17031720700 is an urban neighborhood. The population is approximately 3,135 residents. Approximately 60.6% of residents identify as Black. The median household income is $118,227. The housing stock includes many vacant or abandoned properties. The area has many parks, schools, groceries, and local dining options.",black,118227,high,24.05103668261563,60.63795853269538,1.690590111642743,1.7543859649122806,0.2070844686648501,community_rich,Chicago,real_data_v1,41.70310709976562,-87.66513879019321
4,17031821500,"Neighborhood 17031821500 is an urban neighborhood. The population is approximately 1,266 residents. Approximately 87.7% of residents identify as Black. The median household income is $28,173. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",black,28173,low,0.7898894154818324,87.67772511848341,5.924170616113744,0.0,0.3736526946107784,commercial_mixed,Chicago,real_data_v1,41.651376782836735,-87.63659435843357
5,17031271200,"Neighborhood 17031271200 is an urban neighborhood. The population is approximately 1,384 residents. Approximately 88.1% of residents identify as Black. The median household income is $32,401. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",black,32401,low,8.526011560693641,88.07803468208093,2.4566473988439306,0.9393063583815028,0.158458244111349,commercial_mixed,Chicago,real_data_v1,41.87735974368983,-87.70356215218685
6,17031252000,"Neighborhood 17031252000 is an urban neighborhood. The population is approximately 6,308 residents. Approximately 85.6% of residents identify as Black. The median household income is $29,596. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,29596,low,6.959416613823716,85.62143310082435,6.008243500317058,0.0792644261255548,0.0768131475526973,commercial_mixed,Chicago,real_data_v1,41.88367591605043,-87.76987979346161
7,17031831400,"Neighborhood 17031831400 is an urban neighborhood. The population is approximately 2,962 residents. The largest racial group is Black at 50.8%, with a notable Hispanic population at 26.3%. The median household income is $33,210. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,33210,low,22.822417285617828,50.81026333558406,26.2660364618501,8.406482106684672,0.0989103101424979,commercial_mixed,Chicago,real_data_v1,41.86911847824178,-87.75608822030351
8,17031671400,"Neighborhood 17031671400 is an urban neighborhood. The population is approximately 1,299 residents. The largest racial group is Black at 59.4%, with a notable Hispanic population at 22.7%. The median household income is $26,080. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,26080,low,5.003849114703618,59.43033102386451,22.709776751347192,0.0,0.098883572567783,commercial_mixed,Chicago,real_data_v1,41.77379220246471,-87.67622885931691
9,17031680900,"Neighborhood 17031680900 is an urban neighborhood. The population is approximately 3,560 residents. Approximately 91.7% of residents identify as Black. The median household income is $22,846. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,22846,low,1.9662921348314608,91.74157303370788,0.8707865168539325,2.4719101123595504,0.1071595694899391,commercial_mixed,Chicago,real_data_v1,41.77643053743712,-87.637630384517
10,17031420100,"Neighborhood 17031420100 is an urban neighborhood. The population is approximately 1,629 residents. Approximately 94.7% of residents identify as Black. The median household income is $21,275. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,21275,low,2.087170042971148,94.65930018416206,2.578268876611418,0.3069367710251688,0.0216400911161731,commercial_mixed,Chicago,real_data_v1,41.78340847632151,-87.57739379058593
11,17031461000,"Neighborhood 17031461000 is an urban neighborhood. The population is approximately 1,346 residents. Approximately 71.8% of residents identify as Black. The median household income is $17,182. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",black,17182,low,12.481426448737,71.84249628528974,29.940564635958395,0.0,0.2444208289054197,commercial_mixed,Chicago,real_data_v1,41.72742489097303,-87.54648548712936
12,17031836900,"Neighborhood 17031836900 is an urban neighborhood. The population is approximately 1,994 residents. Approximately 91.9% of residents identify as Black. The median household income is $25,650. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,25650,low,2.7582748244734203,91.925777331996,12.738214643931794,0.0,0.0991124260355029,commercial_mixed,Chicago,real_data_v1,41.88188305458552,-87.70613618169075
13,17031271300,"Neighborhood 17031271300 is an urban neighborhood. The population is approximately 964 residents. Approximately 88.6% of residents identify as Black. The median household income is $23,900. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,23900,low,1.1410788381742738,88.58921161825725,3.5269709543568464,0.3112033195020747,0.1044776119402985,commercial_mixed,Chicago,real_data_v1,41.8773040307164,-87.70845279249038
14,17031829000,"Neighborhood 17031829000 is an urban neighborhood. The population is approximately 1,034 residents. Approximately 93.3% of residents identify as Black. The median household income is $30,610. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",black,30610,low,0.1934235976789168,93.32688588007736,6.479690522243714,0.0,0.2993630573248407,commercial_mixed,Chicago,real_data_v1,41.51032641458053,-87.62349499407908
